Id,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
6807,5fd4ea2d-97fa-4022-b505-5f8dbd40fe41,597573,Landing Page Submission,Direct Traffic,No,No,1,2.0,1258,2.0,Email Opened,India,"Banking, Investment And Insurance",,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified
8752,b6db1e85-4354-4d3b-b3a7-c0f0d1b9d45a,583035,Landing Page Submission,Google,No,No,0,7.0,397,7.0,Email Link Clicked,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Mumbai,01.High,01.High,17.0,18.0,No,Yes,Email Link Clicked
6515,60ac5528-3a42-4193-a3ab-f28d44e5ea7d,599922,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,69,1.0,Email Bounced,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Other Metro Cities,,,,,No,Yes,Modified
6256,503af878-7160-4d55-9333-f40b0946f7de,601813,API,Google,No,No,1,11.0,1079,1.83,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,,,,,No,No,Email Opened
2092,9b1eab82-096b-4d25-965e-a980854c930b,639460,Landing Page Submission,Google,No,No,0,6.0,422,6.0,SMS Sent,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,13.0,16.0,No,No,Modified
3697,141073ea-23dd-44ed-a5a5-93e60598e456,624679,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,,,,,No,No,Email Link Clicked
1643,d2089028-4a7e-11e6-b61b-22000aa8e760,643282,Lead Import,Facebook,No,No,1,0.0,0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
8216,e136fc28-c1a4-47d4-9940-167f80db2c20,587204,API,Google,No,No,0,7.0,35,1.4,Page Visited on Website,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Page Visited on Website
1439,279035c0-60c4-4b51-b59f-5016146193f8,645057,API,Google,No,No,1,4.0,427,4.0,Email Opened,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,17.0,No,No,Email Opened
1629,03a14174-b36d-4d21-8a6c-a96c9d117804,643296,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
4203,2bec278c-0611-496a-bc4e-633d89e1e33a,619527,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened
6456,4e385fa5-b6d6-4eac-8e5f-cae420a9209f,600415,Landing Page Submission,Direct Traffic,No,No,0,4.0,319,4.0,SMS Sent,United Arab Emirates,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent
8380,76180a3c-7122-4a31-a0ae-de53a5304b0a,585859,API,Olark Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
4581,b9c221e2-4232-4701-8472-f596f06433c3,615844,API,Organic Search,Yes,No,1,2.0,1049,2.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent
8722,671ef00c-4667-4188-a62a-74ae54217c0e,583285,Landing Page Submission,Direct Traffic,No,No,1,2.0,823,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened
1849,6ebbcea0-8fe9-433f-9372-bac440f7a0d4,641566,Landing Page Submission,Google,No,No,0,7.0,338,2.33,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Email Opened
987,fe6757d1-331a-4f99-b8f9-f301e1cc02cc,649586,API,Referral Sites,No,No,0,1.0,815,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,13.0,No,No,Modified
7774,21aeda6a-dbc1-4398-9d9c-aefd7b1fd4bc,590200,Landing Page Submission,Google,No,No,1,8.0,931,1.6,Page Visited on Website,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Other Leads,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Page Visited on Website
8550,a48d138d-1553-4d08-88d9-b4f7cb248cba,584464,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified
2342,ac975a84-d087-4f2e-a0ae-35b4de09943a,637156,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified
2233,d1e7a138-cb19-4669-a014-b7342964b8cb,638023,Landing Page Submission,Organic Search,No,No,0,4.0,1410,4.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified
6415,3f60e987-6bb8-448a-9558-f61ca0a99edd,600755,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent
815,44cf6fee-4967-43ec-91b4-346f1108b46c,651866,Landing Page Submission,Google,No,No,0,6.0,779,3.0,Email Opened,India,E-Business,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
7307,96cb1f7a-7908-4d8b-b1da-27aa4fc01ef2,593369,Landing Page Submission,Google,No,No,1,3.0,381,3.0,SMS Sent,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,SMS Sent
8381,d62c94e9-4223-4fe6-b2dc-56a272e9ba47,585851,Landing Page Submission,Direct Traffic,No,No,0,10.0,793,10.0,Email Opened,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened
2143,8076461b-b575-44c5-9f23-fcefca5794a3,639201,Landing Page Submission,Google,No,No,0,5.0,8,2.5,SMS Sent,India,Operations Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified
1226,a355d7ad-1d2c-4356-9cd9-a5f15cff528c,646849,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Select,01.High,02.Medium,17.0,15.0,No,No,Modified
3870,4cf56ea6-778b-49f9-b131-6d1fc2a464c5,622950,Landing Page Submission,Direct Traffic,No,No,1,8.0,598,2.0,Email Opened,United States,Operations Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened
3264,b1ed109e-025c-4bd3-bfc5-2595e369cab9,628694,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
3452,f60d43ef-92ec-4fa5-8a7d-96ada5ba3d9b,627284,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent
7051,50d8681b-1efc-4161-8dbd-dc5baf8ca85c,595596,Landing Page Submission,Organic Search,No,No,1,4.0,1224,4.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Email Opened
6040,5c8e31eb-e250-418c-a9d1-d0c0ba56ad0d,603490,Landing Page Submission,Google,No,No,1,7.0,1568,7.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,SMS Sent
4889,52944ce1-4dcd-4d57-8e65-1afa481d16e3,613083,API,Google,Yes,No,0,7.0,212,1.75,Page Visited on Website,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Page Visited on Website
770,f445613b-089f-4715-9d4d-def14fb26bdc,652486,Landing Page Submission,Google,No,No,0,4.0,342,4.0,SMS Sent,India,E-COMMERCE,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,13.0,13.0,No,No,SMS Sent
7822,750320df-4981-459d-bb6e-1339599fd0f8,589802,Landing Page Submission,Direct Traffic,No,No,0,2.0,134,2.0,Email Opened,India,Services Excellence,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Email Opened
4949,19abc63c-f866-4025-88d2-ad5fc1b60809,612548,Landing Page Submission,Organic Search,No,No,1,6.0,1295,3.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,,,,,No,Yes,SMS Sent
7721,b7fed820-cad3-45e7-9b8a-a43283eec22f,590614,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
3770,2b50e177-41c6-40fe-8cbf-edba74541049,624042,Landing Page Submission,Google,No,No,1,3.0,1742,3.0,SMS Sent,,Operations Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Select,Other Cities of Maharashtra,,,,,No,No,Modified
7727,e8af74ac-e8cf-49f5-906e-e92d2601dada,590592,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Select,02.Medium,02.Medium,15.0,14.0,No,No,Modified
8928,3de4d942-f83f-407f-a47b-4be6e67e8fbd,581888,API,Direct Traffic,No,No,1,8.0,1456,2.67,SMS Sent,India,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,03.Low,15.0,12.0,No,No,SMS Sent
6825,12e7cff8-c600-4926-b881-6ee50a1d3d72,597346,API,Google,No,No,0,2.0,1210,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent
413,6502a725-3dad-4693-a5ae-8c36801fb3f4,656036,API,Organic Search,No,No,0,6.0,125,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
8479,94b70d4d-47ce-42a3-8bc4-427ccf4433a4,585071,API,Google,No,No,1,3.0,746,3.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Unreachable
7135,72ce6863-35c0-408b-b6b5-02cee868dcff,594757,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified
1666,316bc6d8-9769-4bca-bb4c-a19961f5a2fe,643106,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent
7067,2d3e1c36-3016-4707-9d7b-e2efb8ee82aa,595414,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,190,1.0,Email Bounced,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Modified
1393,a8672970-1a5d-48c9-a376-821853b6d180,645377,Lead Add Form,Welingak Website,No,No,1,,429,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
7982,810da54a-7432-421c-9f74-477d5d0749f0,588657,Landing Page Submission,Direct Traffic,No,No,1,2.0,1455,2.0,Form Submitted on Website,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
3627,437224c3-d87c-454e-9b39-02dff4432bc6,625702,Landing Page Submission,Direct Traffic,No,No,0,2.0,154,2.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened
2404,a0e851dc-5a26-4ba2-a694-7522c9a07052,636647,Landing Page Submission,Google,No,No,0,5.0,31,2.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
6915,c6e4aa08-4f28-4703-8587-997f748efcef,596565,Landing Page Submission,Google,No,No,0,4.0,141,2.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Metro Cities,,,,,No,Yes,Email Opened
5950,1e0b82f2-619f-408c-8036-b54b116d0d02,604204,Landing Page Submission,Organic Search,No,No,0,6.0,203,6.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Tier II Cities,,,,,No,Yes,SMS Sent
140,6998487c-062f-4844-967b-4a632b6878d3,659123,Landing Page Submission,Google,No,No,0,5.0,386,5.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified
9175,bfbcee19-2056-4c35-b41d-43a2e607c17f,580094,Landing Page Submission,Direct Traffic,No,No,0,4.0,140,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Email Opened
7267,bb0dc51a-1e28-424e-a0ce-a4f4bc7f7fed,593789,Landing Page Submission,Direct Traffic,No,No,1,10.0,1360,5.0,Email Opened,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened
7226,0ebd0277-1050-47e2-8ddd-5042237ee129,594003,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,,,,,No,No,Modified
8458,354a0e55-097e-4683-80a8-bffc626278c3,585340,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified
4191,7745db21-27f1-43c9-9d38-1456808772cb,619624,Landing Page Submission,Direct Traffic,No,No,1,3.0,1643,3.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Modified
7385,425a753e-1c30-4216-8a32-2a1b9b8c3e22,592792,Landing Page Submission,Direct Traffic,No,No,1,1.0,1385,1.0,Converted to Lead,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
8566,d036d102-8ce2-4150-a3ce-c0c8aa000bac,584352,API,Google,No,No,1,4.0,678,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities,03.Low,02.Medium,12.0,14.0,No,No,Email Opened
6492,9fbf27af-9197-4ca0-bc61-8053b67a6ff4,600088,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Email Opened
7860,9cba01cb-1874-45a2-a0ed-5bebde3d2fcf,589478,Landing Page Submission,Direct Traffic,No,No,0,10.0,1643,3.33,Email Opened,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,13.0,15.0,No,Yes,Email Opened
1385,bc8450d5-e7e6-4e26-991b-625731e705bb,645422,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened
3562,7bc9d09e-1947-4744-a7fb-e663b84886f9,626338,Landing Page Submission,Google,No,No,1,3.0,220,3.0,SMS Sent,India,Media and Advertising,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,,,,,No,No,SMS Sent
5049,5159fed6-4e8c-4c6a-9233-8ddbdc59cb51,611355,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,,,,,No,No,Email Opened
7944,10acb3dc-5590-444a-adeb-b5b63b5d2ce6,588879,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,60,3.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
780,4e30d5ad-97b3-4fdb-bb8a-fb1e83cfe655,652317,Landing Page Submission,Organic Search,No,No,1,5.0,1254,5.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
7162,06bd2383-fb92-494b-be8e-1e2ce983a798,594553,Landing Page Submission,Google,No,No,0,3.0,62,3.0,Email Link Clicked,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,,,,,No,No,Modified
3569,ca5baff2-6070-47d1-9e5a-481c164fe9e3,626301,Landing Page Submission,Google,No,No,1,4.0,1230,4.0,SMS Sent,India,Human Resource Management,Multiple Sources,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent
1031,28ebc68b-83f7-4fb7-a874-1a2a7c84cde0,649203,API,Referral Sites,No,No,0,4.0,145,4.0,Converted to Lead,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,13.0,No,No,Modified
4179,bdb0cea5-7863-445c-be7d-755e16b32148,619793,Landing Page Submission,Direct Traffic,No,No,1,7.0,1008,3.5,SMS Sent,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
1861,853a4eda-6b40-4b78-b568-2745c79c555b,641471,Landing Page Submission,Google,No,No,0,4.0,260,4.0,Unreachable,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,03.Low,01.High,12.0,18.0,No,No,Modified
7272,3f744cff-31ca-46df-8db7-1afe38f87a8b,593761,API,Google,No,No,0,2.0,772,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
4984,dc141c41-968c-4d33-9cc1-fc4d7d7aa75c,612067,Landing Page Submission,Direct Traffic,No,No,1,7.0,1500,2.33,SMS Sent,India,IT Projects Management,Word Of Mouth,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,,,,,No,No,SMS Sent
1924,c2b1a2de-99f2-4483-a057-1f99dbb78790,641040,API,Google,No,No,0,2.0,41,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
5063,0514c5b6-6f61-4374-8d74-812c456d9a7e,611224,Landing Page Submission,Organic Search,Yes,No,0,5.0,245,2.5,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
451,77d95b1e-fde7-493a-a4fd-a38bacccbb95,655497,Landing Page Submission,Direct Traffic,No,No,0,8.0,321,4.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
502,3a093550-a5ce-43e5-bd6c-2496a4f943bb,655133,Landing Page Submission,Direct Traffic,No,No,1,4.0,1385,4.0,Email Opened,Singapore,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
3373,0bd6b9cd-012e-4562-ade7-bab97bf6b278,627804,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
9219,9c970d5c-2748-4f61-90a6-eafd9ad5a242,579778,Landing Page Submission,Direct Traffic,No,No,1,6.0,1389,6.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
3325,40ae37e6-dd16-438f-8349-41b7fa53d3cf,628282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Select,,,,,No,No,SMS Sent
2692,743e4f11-4fb2-44c4-a928-8d717ebe522f,633871,Landing Page Submission,Google,No,No,1,6.0,1806,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Email Opened
805,856fd959-07ed-45f6-aa4b-32619994bd9d,651993,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
1128,498ba907-4e52-11e6-96be-22000aa8e760,647979,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,No,Email Opened
1899,726565c6-64ad-40b9-a224-ef2a404c92e9,641173,Landing Page Submission,Google,No,No,1,6.0,1830,3.0,SMS Sent,India,Media and Advertising,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,No,SMS Sent
7280,fb2a3eb8-41c7-411b-9a22-3b2885e9af7a,593625,Landing Page Submission,Organic Search,No,No,0,3.0,195,1.5,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened
1957,42892ba2-48ab-4736-98c8-c670a29c1018,640652,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,Modified
1792,02483b04-5fb9-4484-bb68-0fccdb237559,642046,Landing Page Submission,Google,No,No,0,8.0,699,8.0,Email Opened,India,Human Resource Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
4746,34128a89-3ee9-4852-b782-711e42a30cff,614282,Landing Page Submission,Direct Traffic,No,No,0,4.0,21,4.0,SMS Sent,India,E-COMMERCE,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent
